Approved by,Barcode,Brand,Building,CAS,Container type,Date in,Expire,Group,Hazard Classification,Region specific hazard code(s),Hazard code(s),Hazard Label(s),Laboratory,Location,Location path,Lot Number,Product name,NFPA Label,Note (Item),Note (Product),Responsible person,Packaging group,PPE,Precautionary statement(s),Product number,Proposed location,Purity (%),Quantity,Net Quantity,Quantity unit,Current quantity (Net),Normalized quantity,Normalized current quantity,Normalized unit,Hazard Signal Word,Site,State,Storage temperature,Sublocation,Tags,Transport hazard class 1,Transport hazard class 2,Transport hazard class 3,UN number,German Water Hazard Class (WGK),Molecular weight,InChI,CID,Iupac Name,Lagerklasse (TRGS 510),Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration
,10459,Fluorochem,Materials Innovation Factory,95-45-4,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 3)",,H228;H301,GHS_06,Synthetic Laboratory,FC08 (White cupboard),FC08 (White cupboard),,Biacetyl dioxime,,,,Sriram Vijayakrishnan (svijayakrishnan),III,,P280,241243,,,25 g,25,g,25 g,25,25,g,Danger,,Solid,,,,4.1,6.1,,2926,,,,,,,,,,,,,,,,,,
,6671,Aldrich,Materials Innovation Factory,95-46-5,,03/11/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H319;H335,GHS_07,Synthetic Laboratory,Box 5,Cupboard 2 > Box 5,,2-Bromotoluene,Flammability: 0; Health: 1; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),,,,B82006,,,25 g,25,g,,25,,g,Warning,,,ROOM,,,,,,0,,171.0370026,"InChI=1S/C7H7Br/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",7236,,,,,,,,,,,,,,
,11222,Sigma-Aldrich,Materials Innovation Factory,95-47-6,,20/10/2021,,Cooper Group,"Flammable liquids (Category 3);Aspiration hazard (Category 1);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, short-term (acute), (Category 3);Hazardous to the aquatic environment, long-term (chronic), (Category 3)",,H226;H304;H312;H315;H319;H332;H335;H412,GHS_02;GHS_07;GHS_08,Synthetic Laboratory,FC12 Solvents,FC12 Solvents,BCBQ5542V,O-Xylene,Flammability: 0; Health: 2; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),,,P210;P233;P240;P241;P242;P243;P261;P264;P271;P273;P280;P301 + P310;P303 + P361 + P353;P304 + P340 + P312;P305 + P351 + P338;P331;P332 + P313;P337 + P313;P362;P370 + P378;P403 + P233;P403 + P235;P405;P501,95662,,,1000 ml,1000,ml,,1000,,ml,Danger,,Liquid,,,,,,,,,106.1679993,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",7237,,,,,,,,,,,,,,
,9660,Sigma-Aldrich,Materials Innovation Factory,95-47-6,,04/02/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 3);Flammable liquids (Category 3);Aspiration hazard (Category 1);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H304;H312;H315;H319;H332;H335;H412,GHS_02;GHS_07;GHS_08,Synthetic Laboratory,FC16 (White cupboard),FC16 (White cupboard),,o-Xylene,,,,Liang Luo (liang92),III,,P210;P261;P273;P301 + P310;P302 + P352 + P312;P331,294780,,,100 mL,100,ml,100ml,100,100,ml,Danger,,Liquid,ROOM,,,3,,,1307,,106.1679993,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",7237,"1,2-xylene",,,,,,,,,,,,,
,6239,Alfa Aesar,Materials Innovation Factory,95-47-6,,23/10/2017,,Cooper Group,No data available,,,,Crystallisation Laboratory,Solvent cabinet,Solvent cabinet,10195774,o-Xylene,Flammability: 0; Health: 2; Instability/reactivity: 0,,,Qiang Zhu (qzhu),,,,A11358,,,500 ml,500,ml,,500,,ml,,,,ROOM,,,,,,0,,106.1679993,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",7237,,,,,,,,,,,,,,
,7781,Sigma-Aldrich,Materials Innovation Factory,95-47-6,,07/09/2018,,Cooper Group,"Flammable liquids (Category 3);Aspiration hazard (Category 1);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, short-term (acute), (Category 3);Hazardous to the aquatic environment, long-term (chronic), (Category 3)",,H226;H304;H312;H315;H319;H332;H335;H412,GHS_02;GHS_07;GHS_08,Synthetic Laboratory,FC13 Solvents,FC13 Solvents,,O-Xylene,Flammability: 0; Health: 2; Instability/reactivity: 0,,,Marc Little (malittle),,,P210;P233;P240;P241;P242;P243;P261;P264;P271;P273;P280;P301 + P310;P303 + P361 + P353;P304 + P340 + P312;P305 + P351 + P338;P331;P332 + P313;P337 + P313;P362;P370 + P378;P403 + P233;P403 + P235;P405;P501,95662,,,1 L,1,l,,1000,,ml,Danger,,Liquid,,,,,,,,,106.1679993,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",7237,,,,,,,,,,,,,,
,8850,Acros Organics,Materials Innovation Factory,95-48-7,,05/07/2019,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 3);Skin corrosion/irritation (Category 1B);Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 3)",,H301;H311;H314;H412,GHS_05;GHS_06,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"o-Cresol, 99%, AcroSeal, ACROS Organics",,,,Haofan Yang (hyang),II,,P280;P301 + P310;P302 + P350;P305 + P351 + P338;P310;P312,405731000,,,100 mL,100,ml,,100,,ml,Danger,,Solid,,,,6.1,,,3455,,108.1399994,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",335,,,,,,,,,,,,,,
,4579,Aldrich,Materials Innovation Factory,95-49-8,,16/10/2017,,Cooper Group,"Reproductive toxicity (Category 2);Hazardous to the aquatic environment, long-term (chronic), (Category 2);Flammable liquids (Category 3);Acute toxicity, Inhalation (Category 4)",,H226;H332;H361;H411,GHS_02;GHS_07;GHS_08;GHS_09,Synthetic Laboratory,Box 1,Cupboard 3 > Box 1,,2-Chlorotoluene,Flammability: 2; Health: 2; Instability/reactivity: 0,,,Rob Clowes (rob123),III,,,111910,,,5 g,5,g,,5,,g,Warning,,,ROOM,,,,,,2238,,126.5859985,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",7238,,,,,,,,,,,,,,
,5557,Sigma-Aldrich,Materials Innovation Factory,95-50-1,,13/10/2017,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,Box 9,Cupboard 4 > Box 9,STBG4160V,"1,2-Dichlorobenzene",Flammability: 2; Health: 2; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),III,,,240664-100ML,,,100 ml,100,ml,,100,,ml,Warning,,,ROOM,,,,,,1591,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,,,,,,,,,,,,,,
,11070,TCI Chemicals,Materials Innovation Factory,95-50-1,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 4 > Box 1,4NR,"1,2-Dichlorobenzene",,,,Yue Wu (ywu),,,,D1116,,98%,500 ml,500,ml,,500,,ml,,,,ROOM,,,,,,,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,"1,2-dichlorobenzene",,,,,,,,,,,,,
,11091,Sigma-Aldrich,Materials Innovation Factory,95-50-1,,20/10/2021,,Cooper Group,"Flammable liquids (Category 4);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1)",,H227;H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,FC14 Solvents,FC14 Solvents,,"1,2-Dichlorobenzene",,,,Ying Yang (ying yang),III,,P210;P261;P264;P270;P271;P272;P273;P280;P302 + P352;P305 + P351 + P338;P312;P330;P333 + P313;P337 + P313;P362;P370 + P378;P391;P403 + P233;P403 + P235;P405;P501,240664,,,100 ml,100,ml,100 ml,100,100,ml,Warning,,Liquid,ROOM,,,6.1,,,1591,,147,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,"1,2-dichlorobenzene",,,,,,,,,,,,,
,11280,Sigma-Aldrich,Materials Innovation Factory,95-50-1,,20/10/2021,,Cooper Group,"Flammable liquids (Category 4);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1)",,H227;H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,FC15 Solvents,FC15 Solvents,,"1,2-Dichlorobenzene",,,,Marc Little (malittle),III,,P210;P261;P264;P270;P271;P272;P273;P280;P302 + P352;P305 + P351 + P338;P312;P330;P333 + P313;P337 + P313;P362;P370 + P378;P391;P403 + P233;P403 + P235;P405;P501,240664,,,1l,1,l,500 ml,1000,500,ml,Warning,,Liquid,ROOM,,,6.1,,,1591,,147,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,"1,2-dichlorobenzene",,,,,,,,,,,,,
,11495,Acros Organics,Materials Innovation Factory,95-50-1,,21/10/2021,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,FC09 (White cupboard),FC09 (White cupboard),A0418169,"1,2-Dichlorobenzene, 99+%, for HPLC, ACROS Organics",,,,Xue Wang (xwang),III,,P280;P302 + P352;P304 + P340;P312;P333 + P313;P337 + P313,13498588,,99%,100 ml,100,ml,,100,,ml,Warning,,Liquid,ROOM,,,6.1,,,1591,,147,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,"1,2-dichlorobenzene",,95-50-1,             o-Dichlorobenzene            ,,,,,,,,,,
,11640,Aldrich,Materials Innovation Factory,95-50-1,,06/12/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 1);Flammable liquids (Category 4);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H227;H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,FC11 (White cupboard),FC11 (White cupboard),,"1,2-Dichlorobenzene",,,,Xue Wang (xwang),III,,P210;P261;P264;P270;P271;P272;P273;P280;P301 + P312;P302 + P352;P304 + P340;P305 + P351 + P338;P312;P330;P333 + P313;P337 + P313;P362;P370 + P378;P391;P403 + P233;P403 + P235;P405;P501,D56802-100ml,,,100 ml,100,ml,100 ml,100,100,ml,Warning,,Liquid,,,,6.1,,,1591,,147,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,"1,2-dichlorobenzene",,,,,,,,,,,,,
,4144,Acros Organics,Materials Innovation Factory,95-50-1,,17/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),,"1,2-DICHLORBENZENE",Flammability: 2; Health: 2; Instability/reactivity: 0,,,Liang Luo (liang92),III,,,445641000,,99%,100 G,100,g,,100,,g,,,Liquid,ROOM,,,6.1,,,1591,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,,,,,,,,,,,,,,
,8316,Acros Organics,Materials Innovation Factory,95-50-1,,08/02/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 9,Cupboard 3 > Box 9,,"1,2-DICHLORBENZENE",Flammability: 2; Health: 2; Instability/reactivity: 0,,,Liang Luo (liang92),III,,,445641000,,99%,100 ml,100,ml,,100,,ml,,,Liquid,ROOM,,,6.1,,,1591,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,,,,,,,,,,,,,,
,8519,Acros Organics,Materials Innovation Factory,95-50-1,,18/03/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC09 (White cupboard),FC09 (White cupboard),A0393911,"1,2-DICHLORBENZENE",Flammability: 2; Health: 2; Instability/reactivity: 0,,,Xue Wang (xwang),III,,,445641000,,99%,100 ml,100,ml,,100,,ml,,,Liquid,ROOM,,,6.1,,,1591,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,,,,,,,,,,,,,,
,5551,Sigma-Aldrich,Materials Innovation Factory,95-50-1,,13/10/2017,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H315;H317;H319;H332;H335;H410,GHS_07;GHS_09,Synthetic Laboratory,Box 1,Cupboard 4 > Box 1,STBG4,"1,2-Dichlorobenzene",Flammability: 2; Health: 2; Instability/reactivity: 0,,,Rob Clowes (rob123),III,,,240664-100ML,,,100 ml,100,ml,,100,,ml,Warning,,,ROOM,,,,,,1591,,147.0039978,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,7239,,,,,,,,,,,,,,
,11276,Aldrich,Materials Innovation Factory,95-52-3,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC15 Solvents,FC15 Solvents,,2-Fluorotoluene,,,,Marc Little (malittle),,,,F15323,,,100g,100,g,50g,100,50,g,,,,ROOM,,,,,,2388,,110.1309967,"InChI=1S/C7H7F/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",7241,,,,,,,,,,,,,,
,10285,Sigma-Aldrich,Materials Innovation Factory,95-53-4,,19/10/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 1);Acute toxicity, Oral (Category 3)",,H301;H410,GHS_06;GHS_09,Synthetic Laboratory,Bases FC10,Bases FC10,,O-toluidin,,,,Marc Little (malittle),,,P201;P202;P273;P301 + P310;P305 + P351 + P338;P311,185426,,,100 g,100,g,100 g,100,100,g,Danger,,Liquid,,,,,,,,,107.1559982,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",7242,2-methylaniline,,,,,,,,,,,,,
,10649,Sigma-Aldrich,Materials Innovation Factory,95-54-5,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 3,Fridge 1 > Box 3,SLCD1777,"O-Phenylenediamine, Sigma-Aldrich",,,,Thomas Fellowes (thomas.fellows),,,,SAFSP9029-50G,,98%,50 g,50,g,50 g,50,50,g,,,,ROOM,,,,,,,,108.1439972,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",7243,"benzene-1,2-diamine",,,,,,,,,,,,,
,4172,Aldrich,Materials Innovation Factory,95-54-5,,17/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 4);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Germ cell mutagenicity (Category 2);Carcinogenicity (Category 2);Hazardous to the aquatic environment, short-term (acute), (Category 1);Hazardous to the aquatic environment, long-term (chronic), (Category 1)",,H301;H312;H317;H319;H332;H341;H351;H410,GHS_06;GHS_08;GHS_09,Synthetic Laboratory,FC14 (White cupboard),FC14 (White cupboard),WXBC006TV,o-Phenylenediamine,Flammability: 1; Health: 3; Instability/reactivity: 0,,,Liang Luo (liang92),,,,P23938-50G,,,5 g,5,g,,5,,g,Danger,,,ROOM,,,,,,1673,,108.1439972,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",7243,,,,,,,,,,,,,,
,6185,Fluorochem,Materials Innovation Factory,95-54-5,,20/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Highly Toxic Chemicals,Highly Toxic Chemicals,,"1,2-phenylenediamine",Flammability: 1; Health: 3; Instability/reactivity: 0,,,Marc Little (malittle),,,,FC8019656,,,25 g,25,g,,25,,g,,,,,,,,,,0,,108.1439972,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",7243,,,,,,,,,,,,,,
,8687,Carbosynth,Materials Innovation Factory,95-54-5,,10/05/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC11 (White cupboard),FC11 (White cupboard),,"1,2-phenylenediamine",,,,Hui Gao (hgao),,,,unknown,,,250g,250,g,,250,,g,,,,,,,,,,,,108.1439972,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",7243,,,,,,,,,,,,,,
,11061,Aldrich,Materials Innovation Factory,95-63-6,,20/10/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2);Flammable liquids (Category 3);Aspiration hazard (Category 1);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H304;H315;H319;H332;H335;H411,GHS_02;GHS_07;GHS_08;GHS_09,Synthetic Laboratory,FC15 Solvents,FC15 Solvents,,"1,2,4-Trimethylbenzene",,,,Marc Little (malittle),III,,P261;P273;P301 + P310;P305 + P351 + P338;P331,T73601,,,500ml,500,ml,500 ml,500,500,ml,Danger,,Liquid,ROOM,,,3,,,3295,,120.1949997,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",7247,"1,2,4-trimethylbenzene",,,,,,,,,,,,,
,5480,Aldrich,Materials Innovation Factory,95-63-6,,12/10/2017,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2);Flammable liquids (Category 3);Aspiration hazard (Category 1);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H304;H315;H319;H332;H335;H411,GHS_02;GHS_07;GHS_08;GHS_09,Chromatography Laboratory,default,default,,"1,2,4-Trimethylbenzene",Flammability: 0; Health: 1; Instability/reactivity: 0,,,Marc Little (malittle),III,,P261;P273;P301 + P310;P305 + P351 + P338;P331,T73601-500ML,,,500 ml,500,ml,,500,,ml,Danger,,Liquid,ROOM,,,3,,,3295,,120.1949997,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",7247,,,,,,,,,,,,,,
,6166,Fluorochem,Materials Innovation Factory,95-73-8,,20/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 2,Cupboard 4 > Box 2,,"2,4-Dichlorotoluene",,,,Thomas Fellowes (thomas.fellows),III,,,046773,,,25 ml,25,ml,,25,,ml,,,,ROOM,,,,,,3082,,161.0310059,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)4-7(5)9/h2-4H,1H3",7254,,,,,,,,,,,,,,
,3256,Aldrich,Materials Innovation Factory,95-73-8,,16/02/2018,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2)",,H411,GHS_09,Synthetic Laboratory,Box 3,Cupboard 4 > Box 3,,"2,4-Dichlorotoluene",,,,Rob Clowes (rob123),III,,,145009-250g,,99%,250 g,250,g,,250,,g,,,Liquid,ROOM,,,9,,,3082,,161.0310059,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)4-7(5)9/h2-4H,1H3",7254,,,,,,,,,,,,,,
,10408,Sigma-Aldrich,Materials Innovation Factory,95-83-0,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2A);Specific target organ toxicity - single exposure (Category 3, H335);Carcinogenicity (Category 2)",,H315;H319;H335;H351,GHS_07;GHS_08,Synthetic Laboratory,Box 7,Cupboard 3 > Box 7,,4-Chloro-o-phenylenediamine,,,,Thomas Fellowes (thomas.fellows),,,P201;P202;P261;P264;P271;P280;P281;P302 + P352;P305 + P351 + P338;P308 + P313;P312;P332 + P313;P337 + P313;P362;P403 + P233;P405;P501,108871-5g,,,5 g,5,g,5 g,5,5,g,Warning,,Solid,,,,,,,0,,142.59,"InChI=1S/C6H7ClN2/c7-4-1-2-5(8)6(9)3-4/h1-3H,8-9H2",7263,,,,,,,,,,,,,,
,11382,Sigma-Aldrich,Materials Innovation Factory,95-92-1,,21/10/2021,,Cooper Group,"Hazardous to the aquatic environment, short-term (acute), (Category 3);Skin corrosion/irritation (Category 1B);Flammable liquids (Category 4);Acute toxicity, Oral (Category 4);Eye irritation (Category 1)",,H227;H302;H314;H402,GHS_05;GHS_07,Synthetic Laboratory,FC09 (White cupboard),FC09 (White cupboard),STBH5489,Diethyl oxalate,,,,Xue Wang (xwang),III,,P210;P264;P270;P273;P280;P301 + P312;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P310;P330;P363;P370 + P378;P403 + P235;P405;P501,135364,,99%,25 g,25,g,,25,,g,Danger,,Liquid,,,,6.1,,,2525,,146.14,"InChI=1S/C6H10O4/c1-3-9-5(7)6(8)10-4-2/h3-4H2,1-2H3",7268,diethyl oxalate,,,,,,,,,,,,,
,6109,TCI,Materials Innovation Factory,95-93-2,,19/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 18,Cupboard 8 > Box 18,,"1,2,4,5-tetramethylbenzene",,,,Alex James (amjames),,,,T0714,,,25 g,25,g,,25,,g,,,,,,,,,,0,,134.2220001,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",7269,,,,,,,,,,,,,,
,11517,Alfa Aesar,Materials Innovation Factory,95-94-3,,25/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4)",,H302,GHS_07,Synthetic Laboratory,Box 1,Cupboard 10 > Box 1,,"1,2,4,5-Tetrachlorobenzene ≥98%",,,,Alex James (amjames),,,P301 + P312,A14318.30,,,10g,10,g,10g,10,10,g,Warning,,,,,,,,,,,215.8939972,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,7270,,,,,,,,,,,,,,
,9635,TCI,Materials Innovation Factory,95051-10-8,,13/03/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 1,Cupboard 3 > Box 1,,"5-(4-Carboxyphenyl)-10,15,20-triphenylporphyrin",,,,Xue Wang (xwang),,,,C1630,,,0.1g,0.1,g,0.1g,0.1,0.1,g,,,,ROOM,FC 9,,,,,,,658.7609863,"InChI=1S/C45H30N4O2/c50-45(51)32-18-16-31(17-19-32)44-39-26-24-37(48-39)42(29-12-6-2-7-13-29)35-22-20-33(46-35)41(28-10-4-1-5-11-28)34-21-23-36(47-34)43(30-14-8-3-9-15-30)38-25-27-40(44)49-38/h1-27,46,49H,(H,50,51)",135446084,,,,,,,,,,,,,,
,7018,Aldrich,Materials Innovation Factory,951-87-1,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,"meso-1,2-Diphenylthylenediamine",,,,Rich Lyons (rjlyons),,,,458511,,,1g,1,g,,1,,g,,,,,,,,,,0,,212.2960052,"InChI=1S/C14H16N2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13-14H,15-16H2/t13-,14+",6931234,,,,,,,,,,,,,,
,7023,Aldrich,Materials Innovation Factory,951-87-1,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,"meso-1,2-Diphenylethylenediamine",,,,Ying Yang (ying yang),,,,458511,,,1g,1,g,,1,,g,,,,,,,,,,0,,212.2960052,"InChI=1S/C14H16N2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13-14H,15-16H2/t13-,14+",6931234,,,,,,,,,,,,,,
,9679,Aldrich,Materials Innovation Factory,951021-12-8,,05/02/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC18 (White cupboard),FC18 (White cupboard),,"1,3-Dihydroxyimidazolium",,,,Aiting Kai (akai),,,,691054,,,50 g,50,g,,50,,g,,,Liquid,,,,,,,,,381.2319946,"InChI=1S/C3H5N2O2.C2F6NO4S2/c6-4-1-2-5(7)3-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h1-3,6-7H;/q+1;-1",71310409,,,,,,,,,,,,,,
,9197,Aldrich,Materials Innovation Factory,951021-12-8,,03/11/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC18 (White cupboard),FC18 (White cupboard),,"1,3-Dihydroxyimidazolium",,,,Aiting Kai (akai),,,,691054,,,5 g,5,g,5 g,5,5,g,,,Liquid,,,,,,,,,381.2319946,"InChI=1S/C3H5N2O2.C2F6NO4S2/c6-4-1-2-5(7)3-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h1-3,6-7H;/q+1;-1",71310409,,,,,,,,,,,,,,
,9605,Sigma-Aldrich,Materials Innovation Factory,951021-12-8,,06/03/2020,,Cooper Group,No data available,,,,Chromatography Laboratory,default,default,,"1,3-Dihydroxyimidazolium",,,,Aiting Kai (akai),,,,691054,,,5g,5,g,5g,5,5,g,,,Liquid,,FC 18,,,,,0,,381.2319946,"InChI=1S/C3H5N2O2.C2F6NO4S2/c6-4-1-2-5(7)3-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h1-3,6-7H;/q+1;-1",71310409,,,,,,,,,,,,,,
,4593,Sigma-Aldrich,Materials Innovation Factory,952-23-8,,16/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 2,Cupboard 4 > Box 2,,"3,6-Diaminoacridine hydrochloride",,,,Thomas Fellowes (thomas.fellows),,,,131105-5G,,,5 g,5,g,,5,,g,,,,ROOM,,,,,,0,,245.7129974,"InChI=1S/C13H11N3.ClH/c14-10-3-1-8-5-9-2-4-11(15)7-13(9)16-12(8)6-10;/h1-7H,14-15H2;1H",197873,,,,,,,,,,,,,,
